issue_id,risk_level,trial_blocker,issue_type,cost_item_id,related_item_ids,status,source,item_name,spec,unit,price,quote_usage_count,latest_quote_used_at,evidence,suggested_action,owner,done,notes
BIZ2T-0088,low,no,similar_active_items,84,"84,85",active,imported,单层轻钢龙骨双面12mm石膏板间120mm墙（龙骨间距不大于300*600）,"1、轻钢龙骨为U100
2、双面2440*1220*12mm厚龙牌/可耐福/拉法基石膏板",㎡,90.7782,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 3.5, ""client_labor_price"": 65.472, ""client_main_material_price"": 49.9474, ""client_tax_excluded_price"": 131.0, ""crew_benchmark_price"": 100.0, ""id"": 84, ""item_name"": ""单层轻钢龙骨双面12mm石膏板间120mm墙（龙骨间距不大于300*600）"", ""notes"": ""编号: 4-20\n计算规则: 按实做面层面积计算\n工作内容: 定位，弹线，安装骨架，刷防腐油，铺钉面板\n对甲备注: 石棉隔音每平方加25元"", ""price"": 90.7782, ""source"": ""imported"", ""spec"": ""1、轻钢龙骨为U100\n2、双面2440*1220*12mm厚龙牌/可耐福/拉法基石膏板"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.67176, ""subcontract_composite_price"": 90.7782, ""subcontract_labor_price"": 49.9786, ""subcontract_main_material_price"": 38.1278, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 3.5, ""client_labor_price"": 73.8053, ""client_main_material_price"": 62.4474, ""client_tax_excluded_price"": 154.0, ""crew_benchmark_price"": 125.0, ""id"": 85, ""item_name"": ""单层轻钢龙骨双面12mm石膏板间120mm墙（龙骨间距不大于300*600）含隔音棉"", ""notes"": ""编号: 4-20a\n计算规则: 按实做面层面积计算\n工作内容: 定位，弹线，安装骨架，刷防腐油，铺钉面板"", ""price"": 113.436, ""source"": ""imported"", ""spec"": ""1、轻钢龙骨为U100\n2、双面2440*1220*12mm厚龙牌/可耐福/拉法基石膏板                                            3、石棉隔音"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 2.84091, ""subcontract_composite_price"": 113.436, ""subcontract_labor_price"": 59.9069, ""subcontract_main_material_price"": 50.6878, ""unit"": ""㎡""}, ""similarity"": 0.9474}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0089,low,no,similar_active_items,86,"86,87",active,imported,墙面木龙骨封9mm夹板,"1、木龙骨
2、单面9厘夹板
3、含刷防火漆及防腐处理",㎡,59.297,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 40.48, ""client_main_material_price"": 34.65, ""client_tax_excluded_price"": 84.0, ""crew_benchmark_price"": 65.0, ""id"": 86, ""item_name"": ""墙面木龙骨封9mm夹板"", ""notes"": ""编号: 4-21\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层\n对甲备注: 批量封板（90元/㎡），采用12厘夹板综合单价加10元/㎡\n劳务备注: 批量封板综合单价（87元/㎡），采用12厘夹板综合单价加10元/㎡"", ""price"": 59.297, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.16071, ""subcontract_composite_price"": 59.297, ""subcontract_labor_price"": 31.3238, ""subcontract_main_material_price"": 26.8125, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 40.48, ""client_main_material_price"": 42.9833, ""client_tax_excluded_price"": 93.0, ""crew_benchmark_price"": 75.0, ""id"": 87, ""item_name"": ""墙面木龙骨封12mm夹板"", ""notes"": ""编号: 4-21a\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 68.5188, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.20968, ""subcontract_composite_price"": 68.5188, ""subcontract_labor_price"": 32.6452, ""subcontract_main_material_price"": 34.664, ""unit"": ""㎡""}, ""similarity"": 0.8957}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0090,low,no,similar_active_items,86,"86,88",active,imported,墙面木龙骨封9mm夹板,"1、木龙骨
2、单面9厘夹板
3、含刷防火漆及防腐处理",㎡,59.297,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 40.48, ""client_main_material_price"": 34.65, ""client_tax_excluded_price"": 84.0, ""crew_benchmark_price"": 65.0, ""id"": 86, ""item_name"": ""墙面木龙骨封9mm夹板"", ""notes"": ""编号: 4-21\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层\n对甲备注: 批量封板（90元/㎡），采用12厘夹板综合单价加10元/㎡\n劳务备注: 批量封板综合单价（87元/㎡），采用12厘夹板综合单价加10元/㎡"", ""price"": 59.297, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.16071, ""subcontract_composite_price"": 59.297, ""subcontract_labor_price"": 31.3238, ""subcontract_main_material_price"": 26.8125, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 36.3133, ""client_main_material_price"": 34.65, ""client_tax_excluded_price"": 90.0, ""crew_benchmark_price"": 82.0, ""id"": 88, ""item_name"": ""墙面木龙骨封9mm夹板（批量）"", ""notes"": ""编号: 4-21b\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 66.0221, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.36667, ""subcontract_composite_price"": 66.0221, ""subcontract_labor_price"": 33.0855, ""subcontract_main_material_price"": 31.57, ""unit"": ""㎡""}, ""similarity"": 0.9333}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0091,low,no,similar_active_items,87,"87,89",active,imported,墙面木龙骨封12mm夹板,"1、木龙骨
2、单面9厘夹板
3、含刷防火漆及防腐处理",㎡,68.5188,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 40.48, ""client_main_material_price"": 42.9833, ""client_tax_excluded_price"": 93.0, ""crew_benchmark_price"": 75.0, ""id"": 87, ""item_name"": ""墙面木龙骨封12mm夹板"", ""notes"": ""编号: 4-21a\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 68.5188, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.20968, ""subcontract_composite_price"": 68.5188, ""subcontract_labor_price"": 32.6452, ""subcontract_main_material_price"": 34.664, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 36.3133, ""client_main_material_price"": 42.9833, ""client_tax_excluded_price"": 100.0, ""crew_benchmark_price"": 92.0, ""id"": 89, ""item_name"": ""墙面木龙骨封12mm夹板（批量）"", ""notes"": ""编号: 4-21c\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 74.3329, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.38, ""subcontract_composite_price"": 74.3329, ""subcontract_labor_price"": 33.4083, ""subcontract_main_material_price"": 39.5447, ""unit"": ""㎡""}, ""similarity"": 0.9385}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0092,low,no,similar_active_items,88,"88,89",active,imported,墙面木龙骨封9mm夹板（批量）,"1、木龙骨
2、单面9厘夹板
3、含刷防火漆及防腐处理",㎡,66.0221,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 36.3133, ""client_main_material_price"": 34.65, ""client_tax_excluded_price"": 90.0, ""crew_benchmark_price"": 82.0, ""id"": 88, ""item_name"": ""墙面木龙骨封9mm夹板（批量）"", ""notes"": ""编号: 4-21b\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 66.0221, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.36667, ""subcontract_composite_price"": 66.0221, ""subcontract_labor_price"": 33.0855, ""subcontract_main_material_price"": 31.57, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 36.3133, ""client_main_material_price"": 42.9833, ""client_tax_excluded_price"": 100.0, ""crew_benchmark_price"": 92.0, ""id"": 89, ""item_name"": ""墙面木龙骨封12mm夹板（批量）"", ""notes"": ""编号: 4-21c\n计算规则: 按实做面层面积计算\n工作内容: 定位、下料、打眼剔洞、埋木砖、安装龙骨、刷防腐油，贴封夹板层"", ""price"": 74.3329, ""source"": ""imported"", ""spec"": ""1、木龙骨\n2、单面9厘夹板\n3、含刷防火漆及防腐处理"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.38, ""subcontract_composite_price"": 74.3329, ""subcontract_labor_price"": 33.4083, ""subcontract_main_material_price"": 39.5447, ""unit"": ""㎡""}, ""similarity"": 0.9111}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0093,low,no,similar_active_items,91,"91,92",active,imported,墙面扪布、皮制安 硬扪,"1、9厘夹板基层含龙骨
2、12厘阻燃夹板
3、现场扪布制作，扪布、皮甲供
4、安装到位，
5、含找平夹板基层",㎡,172.888,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 62.6985, ""client_labor_price"": 109.28, ""client_main_material_price"": null, ""client_tax_excluded_price"": 189.0, ""crew_benchmark_price"": 190.0, ""id"": 91, ""item_name"": ""墙面扪布、皮制安 硬扪"", ""notes"": ""编号: 4-23\n计算规则: 按实做面层面积计算\n工作内容: 衬板开料加工，扪布、皮制作，弹线、试安装软包夹板模等\n对甲备注: 1、扪布、皮甲供\n2、如供应商合同价中已包含扪布制作与安装（及相关辅材时），需扣除相应费用。"", ""price"": 172.888, ""source"": ""imported"", ""spec"": ""1、9厘夹板基层含龙骨\n2、12厘阻燃夹板\n3、现场扪布制作，扪布、皮甲供\n4、安装到位，\n5、含找平夹板基层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 63.0302, ""subcontract_composite_price"": 172.888, ""subcontract_labor_price"": 109.858, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 78.6985, ""client_labor_price"": 119.28, ""client_main_material_price"": null, ""client_tax_excluded_price"": 218.0, ""crew_benchmark_price"": 200.0, ""id"": 92, ""item_name"": ""墙面扪布、皮制安 软扪"", ""notes"": ""编号: 4-24\n计算规则: 按实做面层面积计算\n工作内容: 衬板开料加工，扪布、皮制作，弹线、试安装软包夹板模等\n对甲备注: 1、扪布、皮甲供\n2、如供应商合同价中已包含扪布制作与安装（及相关辅材时），需扣除相应费用。"", ""price"": 181.632, ""source"": ""imported"", ""spec"": ""1、9厘夹板基层含龙骨\n2、9厘夹板衬板、边框制作\n3、现场扪布制作，含海棉，扪布、皮甲供\n4、安装到位，\n5、含找平夹板基层"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 72.2005, ""subcontract_composite_price"": 181.632, ""subcontract_labor_price"": 109.431, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.8889}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0094,low,no,similar_active_items,96,"96,97",active,imported,不锈钢线条安装人工（含辅材）,展开50mm宽以下,m,10.7143,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 12.5, ""client_main_material_price"": null, ""client_tax_excluded_price"": 14.0, ""crew_benchmark_price"": 12.0, ""id"": 96, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29a\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 10.7143, ""source"": ""imported"", ""spec"": ""展开50mm宽以下"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 10.7143, ""subcontract_labor_price"": 10.7143, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 14.1667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 16.0, ""crew_benchmark_price"": 15.0, ""id"": 97, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29b\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 13.2812, ""source"": ""imported"", ""spec"": ""开50mm（含50mm宽）-150mm宽（含150mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 13.2812, ""subcontract_labor_price"": 13.2812, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0095,low,no,similar_active_items,96,"96,98",active,imported,不锈钢线条安装人工（含辅材）,展开50mm宽以下,m,10.7143,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 12.5, ""client_main_material_price"": null, ""client_tax_excluded_price"": 14.0, ""crew_benchmark_price"": 12.0, ""id"": 96, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29a\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 10.7143, ""source"": ""imported"", ""spec"": ""展开50mm宽以下"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 10.7143, ""subcontract_labor_price"": 10.7143, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 16.6667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 18.0, ""crew_benchmark_price"": 20.0, ""id"": 98, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29c\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 18.5185, ""source"": ""imported"", ""spec"": ""150-200mm宽以内（含200mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 18.5185, ""subcontract_labor_price"": 18.5185, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0096,low,no,similar_active_items,96,"96,99",active,imported,不锈钢线条安装人工（含辅材）,展开50mm宽以下,m,10.7143,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 12.5, ""client_main_material_price"": null, ""client_tax_excluded_price"": 14.0, ""crew_benchmark_price"": 12.0, ""id"": 96, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29a\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 10.7143, ""source"": ""imported"", ""spec"": ""展开50mm宽以下"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 10.7143, ""subcontract_labor_price"": 10.7143, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 18.3333, ""client_main_material_price"": null, ""client_tax_excluded_price"": 20.0, ""crew_benchmark_price"": 23.0, ""id"": 99, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29d\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 21.0833, ""source"": ""imported"", ""spec"": ""200mm宽~300mm宽以内（含300mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 21.0833, ""subcontract_labor_price"": 21.0833, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0097,low,no,similar_active_items,97,"97,98",active,imported,不锈钢线条安装人工（含辅材）,开50mm（含50mm宽）-150mm宽（含150mm宽）,m,13.2812,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 14.1667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 16.0, ""crew_benchmark_price"": 15.0, ""id"": 97, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29b\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 13.2812, ""source"": ""imported"", ""spec"": ""开50mm（含50mm宽）-150mm宽（含150mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 13.2812, ""subcontract_labor_price"": 13.2812, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 16.6667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 18.0, ""crew_benchmark_price"": 20.0, ""id"": 98, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29c\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 18.5185, ""source"": ""imported"", ""spec"": ""150-200mm宽以内（含200mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 18.5185, ""subcontract_labor_price"": 18.5185, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0098,low,no,similar_active_items,97,"97,99",active,imported,不锈钢线条安装人工（含辅材）,开50mm（含50mm宽）-150mm宽（含150mm宽）,m,13.2812,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 14.1667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 16.0, ""crew_benchmark_price"": 15.0, ""id"": 97, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29b\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 13.2812, ""source"": ""imported"", ""spec"": ""开50mm（含50mm宽）-150mm宽（含150mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 13.2812, ""subcontract_labor_price"": 13.2812, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 18.3333, ""client_main_material_price"": null, ""client_tax_excluded_price"": 20.0, ""crew_benchmark_price"": 23.0, ""id"": 99, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29d\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 21.0833, ""source"": ""imported"", ""spec"": ""200mm宽~300mm宽以内（含300mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 21.0833, ""subcontract_labor_price"": 21.0833, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0099,low,no,similar_active_items,98,"98,99",active,imported,不锈钢线条安装人工（含辅材）,150-200mm宽以内（含200mm宽）,m,18.5185,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 16.6667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 18.0, ""crew_benchmark_price"": 20.0, ""id"": 98, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29c\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 18.5185, ""source"": ""imported"", ""spec"": ""150-200mm宽以内（含200mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 18.5185, ""subcontract_labor_price"": 18.5185, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 18.3333, ""client_main_material_price"": null, ""client_tax_excluded_price"": 20.0, ""crew_benchmark_price"": 23.0, ""id"": 99, ""item_name"": ""不锈钢线条安装人工（含辅材）"", ""notes"": ""编号: 4-29d\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 21.0833, ""source"": ""imported"", ""spec"": ""200mm宽~300mm宽以内（含300mm宽）"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 21.0833, ""subcontract_labor_price"": 21.0833, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0100,low,no,similar_active_items,100,"100,101",active,imported,石材线条安装人工（含辅材）,80mm宽以下,m,14.8148,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 16.6667, ""client_main_material_price"": null, ""client_tax_excluded_price"": 18.0, ""crew_benchmark_price"": 16.0, ""id"": 100, ""item_name"": ""石材线条安装人工（含辅材）"", ""notes"": ""编号: 4-30a\n计算规则: 按延长米计\n工作内容: 定位、清理基层、选截材料、拌制水泥膏、粘贴固定、清洁表面"", ""price"": 14.8148, ""source"": ""imported"", ""spec"": ""80mm宽以下"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 14.8148, ""subcontract_labor_price"": 14.8148, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": null, ""client_labor_price"": 20.8333, ""client_main_material_price"": null, ""client_tax_excluded_price"": 23.0, ""crew_benchmark_price"": 20.0, ""id"": 101, ""item_name"": ""石材线条安装人工（含辅材）"", ""notes"": ""编号: 4-30b\n计算规则: 按延长米计\n工作内容: 定位、清理基层、选截材料、拌制水泥膏、粘贴固定、清洁表面"", ""price"": 18.1159, ""source"": ""imported"", ""spec"": ""80mm（含80mm宽）-150mm宽（含150mm宽）线条"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 0.0, ""subcontract_composite_price"": 18.1159, ""subcontract_labor_price"": 18.1159, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0101,low,no,similar_active_items,102,"102,103",active,imported,墙身湿贴瓷砖（块料周长3200内）,"1、单块砖＜800×800mm
2、8mm水泥膏粘贴,不含水泥砂浆找平层。",㎡,53.3486,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 10.0, ""client_labor_price"": 53.295, ""client_main_material_price"": null, ""client_tax_excluded_price"": 70.0, ""crew_benchmark_price"": 59.0, ""id"": 102, ""item_name"": ""墙身湿贴瓷砖（块料周长3200内）"", ""notes"": ""编号: 4-31\n计算规则: 按实做面层面积计算\n工作内容: 选料、切割瓷片、抹结合层砂浆、贴面砖、擦缝、清洁表面\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用9元及相应取费\n劳务备注: （对乙）如采用甲供粘结剂铺贴，辅料扣除水泥膏费用6.27元及相应取费"", ""price"": 53.3486, ""source"": ""imported"", ""spec"": ""1、单块砖＜800×800mm\n2、8mm水泥膏粘贴,不含水泥砂浆找平层。"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 8.42857, ""subcontract_composite_price"": 53.3486, ""subcontract_labor_price"": 44.9201, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 10.0, ""client_labor_price"": 56.1, ""client_main_material_price"": null, ""client_tax_excluded_price"": 73.0, ""crew_benchmark_price"": 62.0, ""id"": 103, ""item_name"": ""墙身湿贴瓷砖（块料周长3200外）"", ""notes"": ""编号: 4-32\n计算规则: 按实做面层面积计算\n工作内容: 选料、切割瓷片、抹结合层砂浆、贴面砖、擦缝、清洁表面\n对甲备注: 如采用甲供粘结剂铺贴，辅料扣除水泥膏费用9元及相应取费\n劳务备注: （对乙）如采用甲供粘结剂铺贴，辅料扣除水泥膏费用6.27元及相应取费"", ""price"": 56.1397, ""source"": ""imported"", ""spec"": ""1、单块砖≥800×800mm  \n2、8mm水泥膏粘贴,不含水泥砂浆找平层。"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 8.49315, ""subcontract_composite_price"": 56.1397, ""subcontract_labor_price"": 47.6466, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.9436}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
